item_id,user_id,rating,timestamp
A0955928C2RRWOWZN7UC,B00191WVF6,4.0,1487289600
A0955928C2RRWOWZN7UC,B005WY3TMA,4.0,1434240000
A0955928C2RRWOWZN7UC,B0090XWU8S,4.0,1492819200
A0955928C2RRWOWZN7UC,B00FXYTLIK,4.0,1436486400
A0955928C2RRWOWZN7UC,B00HMZG3YS,4.0,1436486400
A0955928C2RRWOWZN7UC,B00M55BS36,4.0,1436486400
A0955928C2RRWOWZN7UC,B00NIYJF6U,4.0,1434240000
A0955928C2RRWOWZN7UC,B00NIYJKL0,4.0,1434240000
A0955928C2RRWOWZN7UC,B00NIYJL64,4.0,1487289600
A0955928C2RRWOWZN7UC,B00PLBXUMS,4.0,1434240000
A0955928C2RRWOWZN7UC,B00WJ3AB14,4.0,1487289600
A0955928C2RRWOWZN7UC,B010OYASRG,4.0,1489708800
A100UD67AHFODS,B00004Z5M1,5.0,1350086400
A100UD67AHFODS,B0002SQ2P2,5.0,1150588800
A100UD67AHFODS,B0006BB9MG,5.0,1466726400
A100UD67AHFODS,B000EZWN88,5.0,1490918400
A100UD67AHFODS,B000HZDF8W,5.0,1356134400
A100UD67AHFODS,B001TH7GUU,5.0,1450828800
A100UD67AHFODS,B001W26TIW,5.0,1351468800
A100UD67AHFODS,B0029ZDRSQ,5.0,1418342400
A100UD67AHFODS,B004I5BUSO,5.0,1353024000
A100UD67AHFODS,B004YI9NTS,5.0,1355184000
A100UD67AHFODS,B0053T4PHC,5.0,1357344000
A100UD67AHFODS,B0054JJ0QW,5.0,1350950400
A100UD67AHFODS,B005DOK8NW,5.0,1353024000
A100UD67AHFODS,B005DSPLDA,5.0,1477267200
A100UD67AHFODS,B005LS2FS6,5.0,1368316800
A100UD67AHFODS,B005OH4V7W,5.0,1407974400
A100UD67AHFODS,B007G5NNOW,5.0,1428624000
A100UD67AHFODS,B0082E9K7U,5.0,1381708800
A100UD67AHFODS,B0096YOQQA,4.0,1352246400
A100UD67AHFODS,B0097BEFDG,5.0,1353888000
A100UD67AHFODS,B009H8JOZS,5.0,1349827200
A100UD67AHFODS,B009W9BQMQ,5.0,1359763200
A100UD67AHFODS,B00AB262GI,5.0,1362096000
A100UD67AHFODS,B00DZYEXPQ,5.0,1407542400
A100UD67AHFODS,B00HHRP11C,5.0,1399248000
A100UD67AHFODS,B00HPQ0G88,5.0,1391040000
A100UD67AHFODS,B00JEPIOOQ,5.0,1350518400
A100UD67AHFODS,B00PL86T5Q,5.0,1367712000
A100UD67AHFODS,B00WWI9UW2,5.0,1355616000
A100UD67AHFODS,B011WBI4S0,5.0,1477267200
A100WO06OQR8BQ,B00002EQCW,5.0,1293840000
A100WO06OQR8BQ,B00004Z5CP,5.0,1476921600
A100WO06OQR8BQ,B0000668YX,5.0,1389744000
A100WO06OQR8BQ,B0000BVYT3,5.0,1299456000
A100WO06OQR8BQ,B0002LEMWE,4.0,1313452800
A100WO06OQR8BQ,B000HPV3RW,5.0,1345593600
A100WO06OQR8BQ,B000I5LACO,5.0,1387843200
A100WO06OQR8BQ,B001342KM8,5.0,1268870400
A100WO06OQR8BQ,B00176T9OY,3.0,1492300800
A100WO06OQR8BQ,B001QUA6R0,5.0,1410480000
A100WO06OQR8BQ,B00434OWDA,5.0,1336435200
A100WO06OQR8BQ,B004I5BUSO,5.0,1449532800
A100WO06OQR8BQ,B005NGQWL2,5.0,1488672000
A100WO06OQR8BQ,B005OOKNP4,5.0,1394064000
A100WO06OQR8BQ,B008AL9VXI,5.0,1369958400
A100WO06OQR8BQ,B008VMPOB4,5.0,1466467200
A100WO06OQR8BQ,B009A6CZYO,5.0,1484092800
A100WO06OQR8BQ,B00A3YDV40,2.0,1366848000
A100WO06OQR8BQ,B00AYB3OMG,5.0,1370217600
A100WO06OQR8BQ,B00C2AMK2M,5.0,1444953600
A100WO06OQR8BQ,B00DR0CDEQ,3.0,1386460800
A100WO06OQR8BQ,B00E174RTS,1.0,1448841600
A100WO06OQR8BQ,B00EXK14S0,3.0,1382486400
A100WO06OQR8BQ,B00GKEAQ2M,5.0,1448755200
A100WO06OQR8BQ,B00HEGP40E,1.0,1457740800
A100WO06OQR8BQ,B00TQD235C,1.0,1433980800
A1013Q9SD2KIE1,B000VS4HDM,5.0,1441238400
A1013Q9SD2KIE1,B003XN24GY,5.0,1486166400
A1013Q9SD2KIE1,B004CRSM4I,5.0,1441584000
A1013Q9SD2KIE1,B009O7YU56,5.0,1441238400
A1013Q9SD2KIE1,B00BV31QU8,2.0,1529712000
A1013Q9SD2KIE1,B00FDUHD2K,2.0,1449792000
A1013Q9SD2KIE1,B00FEE7B1I,5.0,1387411200
A1013Q9SD2KIE1,B00FQ6K7TC,4.0,1473206400
A1013Q9SD2KIE1,B00IF4OATU,1.0,1449792000
A1013Q9SD2KIE1,B00VRC6U2C,2.0,1441584000
A1013Q9SD2KIE1,B00VWEK4IG,5.0,1529884800
A1013Q9SD2KIE1,B00YD3DBOC,2.0,1533427200
A1013Q9SD2KIE1,B013CCTM2E,5.0,1473552000
A1018D502E27E6,B001FY0B90,2.0,1514505600
A1018D502E27E6,B002UT42UI,2.0,1367107200
A1018D502E27E6,B007PTCFFW,5.0,1416614400
A1018D502E27E6,B0096JQ4FQ,4.0,1400371200
A1018D502E27E6,B00C28L6EW,5.0,1429747200
A1018D502E27E6,B00F0R9V76,3.0,1410998400
A1018D502E27E6,B00FB45SI4,5.0,1410307200
A1018D502E27E6,B00I4XMEYA,3.0,1425859200
A1018D502E27E6,B00KHA2DQM,4.0,1461196800
A1018D502E27E6,B00LIXJ0OU,5.0,1444694400
A1018D502E27E6,B01A1E6BA2,3.0,1477267200
A102I8TQ9R7KFY,B0002K6XNQ,1.0,1512518400
A102I8TQ9R7KFY,B000FNFSPY,5.0,1525392000
A102I8TQ9R7KFY,B001AVRD62,5.0,1524700800
A102I8TQ9R7KFY,B001W28L2Y,5.0,1525392000
A102I8TQ9R7KFY,B002BH3Z8E,5.0,1489104000
A102I8TQ9R7KFY,B002HAJQGA,5.0,1518739200
A102I8TQ9R7KFY,B002HWRJBM,5.0,1343088000
A102I8TQ9R7KFY,B00B0RD2RA,5.0,1509235200
A102I8TQ9R7KFY,B00BUSDVBQ,4.0,1510704000
A102I8TQ9R7KFY,B00H33SFJU,5.0,1489104000
A102I8TQ9R7KFY,B00IAKLM54,4.0,1525392000
A102I8TQ9R7KFY,B00KXVBB3Q,5.0,1518393600
A102I8TQ9R7KFY,B00OJ3UJ2S,1.0,1507852800
A102I8TQ9R7KFY,B00TGIVRYU,5.0,1507420800
A102I8TQ9R7KFY,B01D5H8YNO,5.0,1525392000
A102I8TQ9R7KFY,B01DXVK3KY,1.0,1523404800
A102L0RVI4LHH3,B0000BVYT3,5.0,1450569600
A102L0RVI4LHH3,B001AZP8EW,5.0,1450569600
A102L0RVI4LHH3,B0090UG55A,5.0,1519862400
A102L0RVI4LHH3,B00HHRP11C,5.0,1447113600
A102L0RVI4LHH3,B00HQ883QW,5.0,1431993600
A102L0RVI4LHH3,B00L0YLRUW,5.0,1431993600
A102L0RVI4LHH3,B00MRVJY5C,5.0,1431993600
A102L0RVI4LHH3,B00P7EVST6,5.0,1431993600
A102L0RVI4LHH3,B00S6DBGIS,5.0,1450569600
A102L0RVI4LHH3,B00ZMV7RL2,2.0,1492387200
A102L0RVI4LHH3,B01621M1S4,5.0,1448150400
A102YRTA0CBQ6I,B00006JPE1,2.0,1461024000
A102YRTA0CBQ6I,B0002GX0ZE,5.0,1461024000
A102YRTA0CBQ6I,B0002J2MV4,5.0,1461024000
A102YRTA0CBQ6I,B000TYL27M,4.0,1389744000
A102YRTA0CBQ6I,B001L1H0SC,4.0,1389744000
A102YRTA0CBQ6I,B001T9CTRS,4.0,1389744000
A102YRTA0CBQ6I,B004ASW73G,4.0,1412899200
A102YRTA0CBQ6I,B00D2CO8WO,4.0,1412899200
A102YRTA0CBQ6I,B00GAKX34E,4.0,1412899200
A102YRTA0CBQ6I,B00JGZQ17Q,5.0,1457568000
A102YRTA0CBQ6I,B00JLHW0JC,5.0,1445904000
A102YRTA0CBQ6I,B00JTV04QQ,4.0,1417737600
A102YRTA0CBQ6I,B013WUWH2I,5.0,1461024000
A1053TBGTIEQ8V,B000E1S3OA,5.0,1428537600
A1053TBGTIEQ8V,B000I1IG7U,4.0,1431561600
A1053TBGTIEQ8V,B000NV0SG2,5.0,1434326400
A1053TBGTIEQ8V,B0019X20R8,4.0,1411603200
A1053TBGTIEQ8V,B001CQT0X4,5.0,1434326400
A1053TBGTIEQ8V,B001IOPIRM,4.0,1428537600
A1053TBGTIEQ8V,B001T6K7G6,4.0,1431561600
A1053TBGTIEQ8V,B00348K5XW,5.0,1431561600
A1053TBGTIEQ8V,B009F1DYF8,5.0,1431561600
A1053TBGTIEQ8V,B00B99JUBQ,5.0,1431561600
A1053TBGTIEQ8V,B00C5K8D5W,5.0,1431561600
A1053TBGTIEQ8V,B00FQML02E,5.0,1412726400
A1053TBGTIEQ8V,B00G9WHMCW,5.0,1431561600
A1053TBGTIEQ8V,B00H7PBWK8,5.0,1434326400
A1053TBGTIEQ8V,B00JEPIOOQ,5.0,1428537600
A1053TBGTIEQ8V,B00QZD6LFY,5.0,1452556800
A105OCSP35YJG9,B000BYCKU8,5.0,1320451200
A105OCSP35YJG9,B000EOSHGQ,5.0,1342310400
A105OCSP35YJG9,B003BQ1D4C,5.0,1391817600
A105OCSP35YJG9,B0042X9L6A,5.0,1372809600
A105OCSP35YJG9,B004444O46,5.0,1391817600
A105OCSP35YJG9,B004SY5O5K,5.0,1405468800
A105OCSP35YJG9,B0051OGJQE,5.0,1422057600
A105OCSP35YJG9,B005HPYGTO,5.0,1396915200
A105OCSP35YJG9,B005LFT3QG,5.0,1428192000
A105OCSP35YJG9,B007G5NNOW,5.0,1422057600
A105OCSP35YJG9,B007YCA6UG,5.0,1422057600
A105OCSP35YJG9,B00E055H5O,5.0,1398211200
A105OCSP35YJG9,B00IGIEAAO,5.0,1414195200
A105OCSP35YJG9,B00IHUWW06,5.0,1431129600
A1079CQTAUIX6J,B002VPE1Q6,5.0,1495324800
A1079CQTAUIX6J,B003AVN6C0,3.0,1390780800
A1079CQTAUIX6J,B0043WJRRS,3.0,1524528000
A1079CQTAUIX6J,B00BSVM3YG,5.0,1462406400
A1079CQTAUIX6J,B00BT80QH4,5.0,1477094400
A1079CQTAUIX6J,B00CD8AFFW,5.0,1384387200
A1079CQTAUIX6J,B00EKE4ZQC,5.0,1492992000
A1079CQTAUIX6J,B00JUHDYSO,4.0,1494201600
A1079CQTAUIX6J,B00M55C0NS,5.0,1475712000
A1079CQTAUIX6J,B010Q57SEE,5.0,1518998400
A1079CQTAUIX6J,B0143IIP4W,5.0,1473984000
A1079CQTAUIX6J,B01ANLA6OU,5.0,1495324800
A1079CQTAUIX6J,B01GF5AGN4,4.0,1533254400
A107S01AEQUEFP,B0002SKHIK,5.0,1475625600
A107S01AEQUEFP,B000UE50O2,3.0,1475625600
A107S01AEQUEFP,B000YIWR8G,5.0,1464220800
A107S01AEQUEFP,B0014D2WGW,4.0,1475625600
A107S01AEQUEFP,B001AQYJI2,5.0,1484870400
A107S01AEQUEFP,B001WB02Z4,2.0,1464220800
A107S01AEQUEFP,B0060MVJ1Q,5.0,1484870400
A107S01AEQUEFP,B007RZB3KM,5.0,1464220800
A107S01AEQUEFP,B00K2EP4NM,5.0,1484870400
A107S01AEQUEFP,B00XNMXJ0A,1.0,1475625600
A107S01AEQUEFP,B010LVAHFK,5.0,1484870400
A107XK6EES3FO7,B00006HRKE,1.0,1458345600
A107XK6EES3FO7,B000FNFSPY,5.0,1375660800
A107XK6EES3FO7,B003FVJYF8,5.0,1450569600
A107XK6EES3FO7,B004VC8M3K,3.0,1388448000
A107XK6EES3FO7,B005KQ2O26,4.0,1327449600
A107XK6EES3FO7,B008VQ8IKY,5.0,1375660800
A107XK6EES3FO7,B009SD6ZIG,1.0,1419379200
A107XK6EES3FO7,B00BCV1CEY,1.0,1450915200
A107XK6EES3FO7,B00DCNRTAG,1.0,1378857600
A107XK6EES3FO7,B00EHZYWGM,3.0,1403222400
A107XK6EES3FO7,B00HRSBTNA,1.0,1494374400
A107XK6EES3FO7,B00I027GPC,5.0,1529712000
A107XK6EES3FO7,B00IF4O7C0,5.0,1442534400
A107XK6EES3FO7,B00JJ2C0S0,1.0,1423785600
A107XK6EES3FO7,B00VWVZ0V0,5.0,1451520000
A1087KNFOF40VD,B0002MQGRM,5.0,1437350400
A1087KNFOF40VD,B000J1H4VI,5.0,1439078400
A1087KNFOF40VD,B001JT0CGI,5.0,1434153600
A1087KNFOF40VD,B002C0SKBW,5.0,1474070400
A1087KNFOF40VD,B0049PQTLQ,5.0,1437350400
A1087KNFOF40VD,B009D79VH4,5.0,1434153600
A1087KNFOF40VD,B00CBNG10C,5.0,1441584000
A1087KNFOF40VD,B00DMJI9TA,5.0,1404604800
A1087KNFOF40VD,B00E7B08MS,5.0,1464739200
A1087KNFOF40VD,B00F25Z0FS,5.0,1439769600
A1087KNFOF40VD,B00F6S10KK,5.0,1424217600
A1087KNFOF40VD,B00GTVV3NM,5.0,1434153600
A1087KNFOF40VD,B00JEJZ1MA,4.0,1423180800
A1087KNFOF40VD,B00K82RNX2,5.0,1464739200
A1087KNFOF40VD,B00KATWRIY,4.0,1464739200
A1087KNFOF40VD,B00LSGKEC4,5.0,1439769600
A1087KNFOF40VD,B00LUH1N4O,5.0,1434153600
A1087KNFOF40VD,B00OZ10FI2,5.0,1437523200
A1087KNFOF40VD,B00X5P8BJO,3.0,1478995200
A10ALOMJECNL2H,B000IV6S9S,5.0,1506124800
A10ALOMJECNL2H,B000UWYM5C,5.0,1444089600
A10ALOMJECNL2H,B001EHNG36,5.0,1454371200
A10ALOMJECNL2H,B001TH7GUU,5.0,1365120000
A10ALOMJECNL2H,B00224ZDFY,5.0,1432857600
A10ALOMJECNL2H,B00261HV2Q,5.0,1440892800
A10ALOMJECNL2H,B0039825LW,5.0,1422230400
A10ALOMJECNL2H,B003UT2E8E,2.0,1444089600
A10ALOMJECNL2H,B004AT03YK,5.0,1429056000
A10ALOMJECNL2H,B0065DUJ0C,5.0,1429056000
A10ALOMJECNL2H,B006ZT4VA0,5.0,1444089600
A10ALOMJECNL2H,B0092ML0MY,5.0,1369699200
A10ALOMJECNL2H,B00GHY5JAO,5.0,1444089600
A10ALOMJECNL2H,B00HG7HO22,5.0,1436054400
A10ALOMJECNL2H,B00IRVQ0F8,5.0,1506124800
A10ALOMJECNL2H,B00M55C0NS,5.0,1440892800
A10B6G6W3DW1EY,B000067RTB,5.0,1442880000
A10B6G6W3DW1EY,B0002JFN60,5.0,1442880000
A10B6G6W3DW1EY,B0002KVQBA,5.0,1393718400
A10B6G6W3DW1EY,B000CRFOMK,5.0,1390608000
A10B6G6W3DW1EY,B000HPV3RW,5.0,1442880000
A10B6G6W3DW1EY,B000RSOV50,4.0,1390694400
A10B6G6W3DW1EY,B0017JY5F4,5.0,1502409600
A10B6G6W3DW1EY,B001NXDBI6,2.0,1390694400
A10B6G6W3DW1EY,B002D2H9W0,3.0,1391385600
A10B6G6W3DW1EY,B002HAJQGA,5.0,1443225600
A10B6G6W3DW1EY,B002WP2QGM,1.0,1505001600
A10B6G6W3DW1EY,B0036WTDHK,3.0,1390694400
A10B6G6W3DW1EY,B003WM2N94,4.0,1401926400
A10B6G6W3DW1EY,B003XN24GY,4.0,1499817600
A10B6G6W3DW1EY,B004B0H5GC,3.0,1444176000
A10B6G6W3DW1EY,B004FVMKVC,4.0,1500422400
A10B6G6W3DW1EY,B004OVECU0,5.0,1441497600
A10B6G6W3DW1EY,B00535CMEE,2.0,1390694400
A10B6G6W3DW1EY,B005DKZTMG,5.0,1443744000
A10B6G6W3DW1EY,B005IVUWHW,4.0,1393718400
A10B6G6W3DW1EY,B00609B3J2,4.0,1433721600
A10B6G6W3DW1EY,B00650P2ZC,5.0,1499817600
